"text","label"
"L'oiseau est sur la branche.","neutre"
"J'ai l'impression de porter le poids de son malheur en plus du mien.","tristesse"
"Le trésor était vraiment enterré là.","surprise"
"J'ai une envie de table rase, de grand nettoyage par le vide.","colere"
"La découverte de ses carnets secrets révèle une personnalité totalement différente.","surprise"
"Wow, cette IA a composé une meilleure musique que moi.","surprise"
"Le masque à gaz est fissuré.","peur"
"Ce correcteur orthographique est une merde, il souligne des mots corrects et en laisse passer des énormes.","colere"
"Il a abandonné son équipe, quel baltringue.","colere"
"Le secrétariat m'a donné un formulaire à remplir.","neutre"
"Enfin une bonne nouvelle, ça change tout !","joie"
"La saveur de ces tomates du jardin, gorgées de soleil, est incomparable de plaisir.","joie"
"C'est une avalanche de merde, et j'ai oublié mon parapluie.","colere"
"Je serai en déplacement professionnel du 5 au 7.","neutre"
"Perdre ce souvenir de voyage est comme perdre une partie de moi.","tristesse"
"Je suis rempli d'une lumière intérieure si vive qu'elle pourrait dissiper le brouillard.","joie"
"Ce festival de musique électronique en plein forêt était une expérience transcendante.","joie"
"Je n'arrive pas à reprendre ma respiration.","peur"
"La vue d'une puce sautant d'un animal sur le tapis est une déclaration de guerre.","degout"
"J'ai fini la série dont tu m'avais parlé.","neutre"
"Nous sommes surpris de la simplicité de l'interface de ce logiciel complexe.","surprise"
"La lumière qui filtre sous la porte n'est pas jaune, elle est d'un rouge sombre et pulsant.","peur"
"Le poids du jugement des autres m'empêche d'être moi-même.","tristesse"
"Le manuel technique du produit est téléchargeable sur notre site web.","neutre"
"Je me sens coupable de ne pas appeler mes parents plus souvent.","tristesse"
"Ce jeu de survie vous plonge dans un environnement post-apocalyptique terrifiant.","peur"
"L'étude a été publiée dans une revue scientifique.","neutre"
"Je n'ai pas réussi à avoir de places pour le concert, je suis dégoûté.","tristesse"
"L'artiste utilise principalement de la peinture à l'huile sur toile.","neutre"
"L'atmosphère du hall d'hôtel était impersonnelle.","neutre"
"J'ai peur de la folie, la mienne et celle des autres.","peur"
"Je ressens une mélancolie profonde en pensant à toutes les œuvres d'art perdues à jamais.","tristesse"
"Mes nerfs sont des fils électriques dénudés trempés dans l'eau salée.","colere"
"Je crains que la fusion de nos entreprises ne se passe mal.","peur"
"L'effondrement de la démocratie dans ce pays est un avertissement terrifiant.","peur"
"J'ai une peur panique de me faire licencier.","peur"
"La fermentation est un processus métabolique.","neutre"
"Le rythme de la journée était dicté par l'horloge.","neutre"
"Mon tournesol est plus grand que moi, c'est une source de joie et d'admiration.","joie"
"Cet appareil est équipé d'une fonction de mise en veille automatique.","neutre"
"L'atmosphère du tribunal était lourde, chargée d'attente et d'angoisse.","tristesse"
"La simulation a montré un résultat qui contredit les lois de la physique connues.","surprise"
"La scie à os est sur la table.","peur"
"Ce festival de jazz en plein air était d'une ambiance décontractée et incroyablement plaisante.","joie"
"Leur manque de considération pour l'écologie est criminel, ils scient la branche sur laquelle on est assis.","colere"
"Le film était lent, prévisible et terriblement déprimant.","tristesse"
"Ce chapeau à plumes est d'un ridicule qui confine au pathétique.","degout"
"La myopie est un trouble de la vision.","neutre"
"L'arbre a poussé de travers pour éviter l'ombre.","surprise"
"Ce complotiste est un taré qui vit dans son monde.","colere"
"Ce film d'horreur psychologique est un chef-d'œuvre de manipulation mentale.","peur"
"J'ai réussi à obtenir un financement pour un projet personnel, c'est une grande marque de confiance.","joie"
"J'ai l'impression d'être observé.","peur"
"Son air de 'je-sais-tout' me donne envie de tester ses connaissances en traumatologie.","colere"
"Je suis rempli d'une joie pétillante comme du champagne millésimé.","joie"
"Le seul abri est une cage thoracique géante.","peur"
"Ce set de Lego Architecture est un plaisir à construire, alliant détente et admiration pour le design.","joie"
"Cette bière tiède avait le goût de la pisse de cheval.","degout"
"Leur histoire d'amour, qui semblait sortie d'un conte de fées, a viré au cauchemar.","tristesse"
"Ce film sur les esprits frappeurs est basé sur des faits réels, ce qui le rend plus effrayant.","peur"
"J'ai une tristesse sourde qui ne me quitte pas.","tristesse"
"Le vide qu'il a laissé est un silence assourdissant.","tristesse"
"Ce film d'horreur sur une maison hantée est un classique qui fonctionne toujours.","peur"
"Soudain, toutes les lumières de la ville s'éteignirent en même temps.","surprise"
"La sensation de la vase froide entre les orteils est répugnante.","degout"
"Cette nouvelle taxe est la goutte d'eau qui fait déborder le vase, ils nous prennent pour des vaches à lait.","colere"
"Ce quartier est un coupe-gorge, un trou à rats plein de merde.","degout"
"J'en ai ras-le-bol de ton amateurisme de merde.","colere"
"La solitude a tissé sa toile autour de moi.","tristesse"
"La vue d'une tique retirée de la peau, avec sa tête encore plantée.","degout"
"C'est une insulte à tous ceux qui travaillent dur.","colere"
"Tu as vraiment réussi à le faire rire, lui qui ne rit jamais ?","surprise"
"La signature de ce partenariat avec une université de renom va booster notre recherche, c'est exaltant.","joie"
"Le retour d'un être cher d'un long déploiement militaire est une scène de pure liesse.","joie"
"La remise des prix de l'école était un moment plein de fierté pour les élèves et les parents.","joie"
"La vue du tartre qui s'accumule sur les dents d'un chien est repoussante.","degout"
"Leur manque d'empathie est un désert affectif.","colere"
"Ce roman gothique instaure une ambiance de mystère et d'épouvante.","peur"
"La surcharge d'informations me donne le tournis et une sensation de vague à l'âme.","tristesse"
"La foudre a frappé deux fois au même endroit, exactement.","surprise"
"Nous avons découvert que le nouveau voisin est une célébrité.","surprise"
"La frustration accumulée est en train de se transformer en rage pure.","colere"
"La beauté des illustrations de ce conte pour enfants est un enchantement pour tous les âges.","joie"
"Ce canapé modulaire en velours côtelé marron est une relique d'une époque de laideur.","degout"
"Le parfum de la lavande dans un champ en Provence est une expérience olfactive qui confine à la béatitude.","joie"
"L'odeur de la pisse qui a macéré sur un matelas est une puanteur d'ammoniaque tenace.","degout"
"Mon passé est un poids qui m'empêche de nager vers l'avenir.","tristesse"
"La carte d'étudiant donne accès aux installations sportives.","neutre"
"La pièce sentait la rage, un mélange d'air vicié et de sueur froide.","colere"
"La poignée de la porte est en métal.","neutre"
"Il a cessé de frapper à la porte, maintenant il gratte.","peur"
"Tu viens de me faire mon mois, pas seulement ma journée.","joie"
"Les scientifiques ont découvert une nouvelle espèce de méduse.","neutre"
"Le prochain cours portera sur la thermodynamique.","neutre"
"On nous ment effrontément et ça me rend dingue.","colere"
"Notre équipe a battu son propre record de performance, on est super fiers.","joie"
"Va sucer des bites en enfer, enculé.","colere"
"La relecture de mon journal intime d'adolescent m'a rempli d'une étrange tristesse.","tristesse"
"Le programme de lavage 'Eco' dure 2 heures.","neutre"
"L'odeur de la terre après la pluie (petrichor) est une source de joie primale.","joie"
"Ce connard m'a bousculé sans s'excuser.","colere"
"Cette sculpture monumentale ressemble à un insecte géant et malade.","degout"
"L'utilisation de cette application de langues est si ludique qu'apprendre devient un véritable jeu d'enfant.","joie"
"Ce plat de langue de veau en sauce était une vision flasque et peu appétissante.","degout"
"L'odeur de la cire sur un parquet.","neutre"
"Les épouvantails ont changé de place dans le champ.","peur"
"Mon bonheur est une ancre d'or massif qui me stabilise dans le bien-être.","joie"
"Ce jeu de rôle est si immersif que les situations de danger semblent réelles.","peur"
"Le feu de signalisation est passé au vert.","neutre"
"La vue de la crasse accumulée sous un bracelet de montre est répugnante.","degout"
"Tu as vraiment trouvé une perle dans une huître ?","surprise"
"Le port en hiver, avec ses bateaux immobiles, avait un air de fin du monde.","tristesse"
"Son interprétation de la pièce est une rupture totale avec la tradition.","surprise"
"Une note de service a été diffusée concernant le plan de circulation du parking.","neutre"
"L'application permet de suivre son activité physique quotidienne.","neutre"
"Le professeur a noté mon devoir de manière complètement arbitraire.","colere"
"J'ai la phobie des aiguilles, la simple vue d'une seringue me fait paniquer.","peur"
"Voici les clés du véhicule.","neutre"
"Le numéro de TVA intracommunautaire est indiqué.","neutre"
"Je peux voir les veines bouger sous sa peau pâle.","peur"
"Leur résistance au changement est la cause de notre stagnation, bande de dinosaures.","colere"
"J'ai une sainte horreur des clowns depuis que je suis enfant.","peur"
"Ma vie est une pièce de théâtre jouée devant une salle vide.","tristesse"
"La décision de la ligue de ne pas sanctionner cette faute est une honte pour le sport.","degout"
"Le fait de savoir qu'on a un ""partenaire de crime"" pour la vie est un sentiment joyeux et rassurant.","joie"
"La vue d'une cloque de brûlure qui se perce, libérant un liquide clair.","degout"
"Le manque de diversité dans le monde de l'édition est désolant.","tristesse"
"Cette peinture est un barbouillage qui n'aurait même pas sa place sur un réfrigérateur.","degout"
"L'odeur d'un marais salant, cette puanteur de vase et d'œufs pourris (H2S).","degout"
"Je suis surpris de voir combien de personnes sont venues pour lui rendre hommage.","surprise"
"La restauration de ce tableau a été bâclée, c'est une perte irréparable.","tristesse"
"Cette statue d'un athlète dans une pose improbable est anatomiquement grotesque.","degout"
"Elle a écrit cette symphonie à l'âge de 12 ans ?","surprise"
"La lave monte le long du volcan.","peur"
"Cette balance de cuisine est fausse, c'est inadmissible pour un appareil de précision.","colere"
"Ce jeu vidéo en réalité virtuelle est si immersif que la peur est décuplée.","peur"
"Quelle tête de nœud, il a encore voté pour le mauvais parti.","colere"
"Cette cité flottante est une merveille d'ingénierie qui dépasse l'imagination.","surprise"
"J'ai essayé une nouvelle recette de curry hier soir.","neutre"
"Les consignes sont tellement floues que c'est impossible de bien faire, c'est fait exprès pour nous planter.","colere"
"Cette grotte illuminée par des vers luisants est un ciel étoilé souterrain.","surprise"
"La richesse des fonctionnalités de cette application de dessin en fait un terrain de jeu créatif infini et joyeux.","joie"
"L'annonce de son retour à la compétition a eu un écho mondial.","surprise"
"Je suis triste que tu sois si dur avec toi-même.","tristesse"
"La consultation est sur rendez-vous uniquement.","neutre"
"L'odeur d'une porcherie bretonne par vent d'ouest est une expérience inoubliable.","degout"
"Je regrette les mots que j'ai eus envers ma sœur.","tristesse"
"Le règlement concernant le télétravail a été clarifié.","neutre"
"Je dois répondre à un email important.","neutre"
"Le voir si changé, c'est comme si son âme avait changé de corps.","surprise"
"Le fait qu'il ait pu se souvenir du nom de chaque personne dans cette foule est surhumain.","surprise"
"Ce groupe de rock a sorti un album de jazz, quel virage !","surprise"
"Cette couleur beige-rosé est d'une fadeur et d'une laideur déprimantes.","degout"
"Son opinion est une grosse merde, il ferait mieux de la fermer.","colere"
"Nous avons vu un lac rose, c'était complètement surréaliste.","surprise"
"Le regret de ne pas avoir posé plus de questions à mes grands-parents me pèse aujourd'hui.","tristesse"
"Le fait qu'un banc de poissons puisse agir comme un super-organisme est stupéfiant.","surprise"
"Je crains que ma relation amoureuse ne soit en train de s'effondrer.","peur"
"Ce film de science-fiction sur une intelligence artificielle qui devient consciente et malveillante est une vision terrifiante.","peur"
"Ce film d'animation est un chef-d'œuvre visuel, chaque plan est un tableau.","joie"
"Le festival de photographie a ouvert ses portes au public.","neutre"
"Leur chef est un vrai dégénéré, un psychopathe.","colere"
"L'instabilité économique mondiale est une source d'inquiétude pour tous.","peur"
"La porte a claqué avec une violence inouïe.","colere"
"Mes poings se ferment tout seuls, démangés par l'envie de frapper quelque chose.","colere"
"L'ombre au coin de l'œil ne bougeait pas comme la mienne.","peur"
"Je suis un labyrinthe sans issue, même pour moi.","tristesse"
"Le webinaire de formation est prévu pour durer une heure.","neutre"
"J'ai réussi à convaincre le comité de direction de la pertinence de mon idée.","joie"
"J'ai soumis ma candidature pour un programme d'échange au Canada.","neutre"
"J'espérais plus de soutien de votre part, je l'avoue.","tristesse"
"Il faut que j'achète des piles pour la souris de l'ordinateur.","neutre"
"C'est la troisième fois que je dois refaire ce tableau à cause de leurs changements de dernière minute.","colere"
"L'atmosphère d'une fête qui se termine mal, avec des éclats de voix et des verres cassés.","degout"
"Ne le regarde pas dans les yeux.","peur"
"Il a tout balancé aux flics, le sale rat.","colere"
"Le groupe sanguin O négatif est un donneur universel.","neutre"
"Alors là, je suis sur le cul. Je ne m'y attendais tellement pas.","surprise"
"Arrête de faire le bouffon, tu n'es pas drôle, tu es pathétique.","colere"
"L'odeur d'une blessure qui s'infecte, cette puanteur de pus et de chair nécrosée.","degout"
"Le jardin était envahi de centaines de papillons colorés.","surprise"
"Mon équipe de recherche a fait une percée majeure, la satisfaction est immense.","joie"
"J'ai jamais vu un tel ramassis de dégénérés.","colere"
"Ce podcast est d'une superficialité exaspérante.","colere"
"Le résultat des élections locales est une vague d'optimisme pour notre commune.","joie"
"Mon projet, que je croyais refusé, a été accepté avec les félicitations du jury.","surprise"
"Tu as vraiment obtenu les droits pour adapter ce livre ?","surprise"
"Je suis à vif, et chaque mot est un coup de couteau.","colere"
"Leur règlementation est une insulte à la logique et à la raison.","colere"
"Ça pour une surprise, c'en est une belle.","surprise"
"L'anniversaire de notre rencontre est aujourd'hui une date douloureuse.","tristesse"
"Ce film est une grosse merde prétentieuse.","colere"
"Le simple fait de préparer le petit-déjeuner ensemble le week-end est un rituel heureux.","joie"
"Cette tête de nœud a mis du métal au micro-ondes, putain.","colere"
"Ce film de zombies est d'un réalisme gore et terrifiant.","peur"
"Ce système est une machine à broyer l'espoir, et le pire, c'est que ça fonctionne.","degout"
"Notre dernière conversation s'est terminée par des mots que l'on ne peut pas retirer.","tristesse"
"Cette couleur, je ne l'ai jamais vue.","surprise"
"La découverte de lettres de mon arrière-grand-père soldat m'a plongé dans une profonde tristesse.","tristesse"
"Ce connard m'a spoilé la fin de la série.","colere"
"La température des serveurs est surveillée en permanence.","neutre"
"Leur relation est basée sur un rapport de force constant, c'est malsain.","degout"
"Le système de notation de cet examen est complètement arbitraire et dégoûtant.","degout"
"J'ai retrouvé le chargeur que je pensais avoir perdu.","neutre"
"Le son étouffé d'une voix derrière la porte nous a fait sursauter.","peur"
"Je suis un incendie de forêt, incontrôlable et destructeur.","colere"
"Je suis le dernier.","peur"
"Le FMI a ajusté ses prévisions de croissance pour l'Asie.","neutre"
"Ce merdeux a besoin qu'on lui apprenne le respect.","colere"
"La perfection d'un fruit fraîchement cueilli est un délice que rien ne surpasse.","joie"
"Le voir échouer, lui qui réussit tout, est une vraie surprise.","surprise"
"J'ai la phobie des espaces clos, je ne pourrais jamais travailler ici.","peur"
"Le festival de film se déroulera en septembre.","neutre"
"Le fait de partager un secret avec un ami renforce les liens d'une manière spéciale.","joie"
"La vue d'un crapaud buffle, énorme et pustuleux, est impressionnante et repoussante.","degout"
"Le chevalet est installé face à la fenêtre.","neutre"
"Je suis écœuré par la lâcheté de ceux qui suivent le chef sans jamais remettre en question ses décisions.","degout"
"L'entreprise a annoncé des résultats financiers stables.","neutre"
"La vue des mouches qui sortent d'une plaie sur un animal vivant.","degout"
"Extraordinaire, l'équipe d'archéologues a mis au jour une mosaïque parfaitement conservée.","joie"
"Ce film d'auteur explore la folie d'une manière crue et dérangeante.","peur"
"La direction a accepté toutes nos revendications syndicales ?","surprise"
"L'appareil photo dispose d'un zoom optique 10x.","neutre"
"La performance de l'humoriste était si fine et percutante, c'est une joie intellectuelle de rire ainsi.","joie"
"J'ai l'impression que mes meilleures années sont derrière moi.","tristesse"
"Le manque d'engagement civique de ma génération me désole.","tristesse"
"La photocopieuse de la bibliothèque n'accepte que les paiements par carte.","neutre"
"C'est la nouvelle du siècle !","surprise"
"Le craquement du plancher au-dessus de nos têtes nous a fait taire.","peur"
"Le concert de mon groupe fétiche était encore mieux que ce que j'imaginais.","joie"
"Cette discussion de groupe m'a fait sentir incroyablement seul et incompris.","tristesse"
"Je n'en reviens toujours pas de ce que je viens de voir.","surprise"
"Voir l'un de mes étudiants publier son premier article me remplit d'une fierté et d'une joie immenses.","joie"
"Cette ville est une poubelle, il y a de la merde partout.","degout"
"L'insomnie me laisse chaque matin plus épuisé et plus triste que la veille.","tristesse"
"Leur manque de respect pour le temps des autres est un crime contre la productivité.","colere"
"Nous sommes surpris par la simplicité de la solution que vous proposez.","surprise"
"La texture de la peau de poulet bouillie, flasque et pleine de follicules, est répugnante.","degout"
"Le prélèvement automatique est effectué le 5 de chaque mois.","neutre"
"Le laboratoire de physique est fermé pour maintenance.","neutre"
"Leur déni de ma réalité est une tentative d'assassinat de mon âme.","colere"
"Une odeur de pisse froide et de bière renversée stagnait dans la ruelle.","degout"
"Le succès de la formation que j'ai animée me donne envie de continuer dans cette voie.","joie"
"Le volcan est sous haute surveillance mais ne présente pas de danger immédiat.","neutre"
"Quel enfoiré, il a utilisé mon ordinateur sans ma permission.","colere"
"Le jeu se joue avec des dés et un plateau.","neutre"
"La saveur de cette glace au basilic est déroutante et exquise.","surprise"
"Je suis peiné par la banalisation des discours de haine dans les médias.","tristesse"
"Le pilote a annoncé : 'Nous allons tenter un atterrissage d'urgence'.","peur"
"Je me sens seul depuis que mon serveur de jeu en ligne a été fermé.","tristesse"
"Le rythme de la ville était celui d'un jour de semaine ordinaire.","neutre"
"Un nouveau rapport sur la solitude des personnes âgées dresse un constat affligeant.","tristesse"
"Le Nil est le plus long fleuve du monde.","neutre"
"J'ai senti un mur se dresser entre nous pendant que nous parlions.","tristesse"
"Mes rires sont les échos d'une joie qui n'est plus.","tristesse"
"La finition de cet objet artisanal est si parfaite, c'est une joie de le contempler.","joie"
"La situation des ouïghours en Chine est une source de honte et de tristesse.","tristesse"
"La recharge complète prend environ trois heures.","neutre"
"Quelle joie de voir mes étudiants réussir et s'épanouir dans leur carrière.","joie"
"Le mec qui a codé ce site était un abruti.","colere"
"Le stage de fin d'études est obligatoire pour l'obtention du diplôme.","neutre"
"Ce wagon est en première classe.","neutre"
"Les plantes du balcon ont besoin d'être arrosées.","neutre"
"Tu vas voir ta gueule, espèce d'enculé.","colere"
"Cette ville souterraine est d'une complexité architecturale ahurissante.","surprise"
"Non, c'est pas vrai... Mon compte en banque a été crédité par erreur de 10 000 euros.","surprise"
"J'ai réussi à économiser suffisamment pour un voyage de rêve, l'anticipation est déjà une joie.","joie"
"J'ai une sainte horreur des examens médicaux invasifs.","peur"
"La résolution de ce bug informatique qui paralysait le service a été accueillie par des applaudissements.","joie"
"Le stock de gobelets réutilisables a été distribué.","neutre"
"Le dossier doit être rendu en version papier et numérique.","neutre"
"Le voir si vulnérable a brisé l'image de surhomme que je me faisais de lui.","surprise"
"Le retour à la routine après ce périple est d'une tristesse infinie.","tristesse"
"J'écoute la météo marine à la radio.","neutre"
"Je ressens une plénitude effervescente, comme si des milliers de petites étoiles pétillaient en moi.","joie"
"Il est juste derrière la porte.","peur"
"Le départ de notre entraîneur emblématique est une nouvelle terrible.","tristesse"
"Je me sens stupide d'avoir cru à ses promesses.","tristesse"
"Vibrante de musique et de danse, la rue était transformée par le carnaval.","joie"
"Datez et signez dans l'encadré prévu à cet effet.","neutre"
"Cette série est une grosse merde, je regrette d'avoir commencé.","colere"
"J'ai reçu un colis inattendu de mes amis, ma journée est refaite.","joie"
"Je suis une recette de cuisine qui a enfin trouvé son ingrédient secret : la joie.","joie"
"Le service était si lent que ça en devenait insultant.","colere"
"Ce roman policier est si bien écrit que la tension est palpable à chaque page.","peur"
"Cette attente est une insulte à la valeur de mon temps.","colere"
"Pourtant, je pensais que notre amitié était plus forte que ça.","tristesse"
"Le bilan de fin d'année montre que nous avons dépassé tous nos objectifs, la joie est générale.","joie"
"Attends, c'est lui le fameux auteur anonyme ?","surprise"
"Tu n'es qu'un lâche, un pauvre bâtard.","colere"
"Je suis triste de penser que mes enfants ne connaîtront peut-être jamais certaines espèces.","tristesse"
"La fierté de voir son enfant être gentil et inclusif avec les autres est une joie profonde.","joie"
"La vue d'un rat qui grignote un morceau de pizza plus gros que lui.","degout"
"L'avis d'imposition est consultable dans l'espace personnel.","neutre"
"Le moment où le modèle de machine learning commence à faire des prédictions justes est magique.","joie"
"J'ai horreur de la sensation visqueuse des algues sur la peau.","degout"
"On est tombé sur un hôtel d'une saleté repoussante.","degout"
"L'augmentation du coût de la vie est une source d'anxiété pour beaucoup.","peur"
"Le panneau indique une limitation de vitesse à 50 km/h.","neutre"
"Mon échec à l'examen d'entrée m'a fermé les portes de l'école de mes rêves.","tristesse"
"Ce film est une coquille vide, un emballage magnifique pour un cadeau qui n'existe pas.","degout"
"Ce jeu de construction modulaire offre des possibilités infinies, c'est une source de joie créatrice inépuisable.","joie"
"Ce guide touristique est un ramassis de clichés et d'adresses pourries.","degout"
"Je crains de blesser les gens que j'aime sans le vouloir.","peur"
"Mon premier salaire vient de tomber, c'est un grand moment d'indépendance.","joie"
"Cette loi de merde va nous mettre encore plus dans la panade.","degout"
"Cette voiture est un tas de merde rouillé, une poubelle sur roues.","degout"
"Je suis tellement content que ça ait fonctionné.","joie"
"Fantastique, c'est bien au-delà de mes espoirs.","joie"
"La chose qui me poursuit n'a pas de jambes.","peur"
"La maison de mes grands-parents a été vendue, c'est un chapitre qui se clôt douloureusement.","tristesse"
"Assez de ces objectifs chiffrés stupides qui n'ont aucun sens sur le terrain.","colere"
"Les antibiotiques sont inefficaces contre les virus.","neutre"
"Je ressens un bonheur tectonique, un glissement de mes plaques continentales intérieures vers un continent de félicité.","joie"
"La fonte des glaces révèle des vestiges vikings ?","surprise"
"La radio de l'abri anti-atomique ne capte que des cris.","peur"
"La sensation d'un aliment qui a tourné, cette effervescence sur la langue, est une alerte.","degout"
"C'est un chien, il ferait n'importe quoi pour une caresse de son maître.","colere"
"La vue d'un champ de tournesols tournés vers le soleil est une image d'optimisme pur.","joie"
"L'odeur de désinfectant et le silence des couloirs de l'hôpital la nuit sont effrayants.","peur"
"Le succès d'une campagne de vaccination est une victoire de la science qui réjouit.","joie"
"L'écho de ma propre voix dans la grotte était étrangement inquiétant.","peur"
"Cet appareil est garanti deux ans pièces et main d'œuvre.","neutre"
"Le voir si heureux d'être enfin lui-même, après des années de mensonges, est une libération.","surprise"
"Ce nain de jardin qui montre son cul est le summum de la laideur vulgaire.","degout"
"Je vais finir par faire une connerie, une vraie, une belle.","colere"
"Mon contrat n'a pas été renouvelé à cause de la crise, je suis désemparé.","tristesse"
"Nous avons vu un nuage en forme de dragon parfait.","surprise"
"J'ai organisé mes notes par matière.","neutre"
"J'ai dû annuler notre restaurant pour des raisons budgétaires, et je me sens nul.","tristesse"
"Je sens que quelque chose de terrible va arriver.","peur"
"Cette roche est de type sédimentaire.","neutre"
"Je suis une équation résolue, une évidence de bonheur qui s'impose.","joie"
"Parfois, la bêtise agressive de la foule est un spectacle qui inspire le plus profond dégoût.","degout"
"La texture de la peau de lait, cette fine pellicule qui flotte, me donne des haut-le-cœur.","degout"
"Mon responsable m'a avoué qu'il avait recommandé ma promotion.","surprise"
"Je ne pardonnerai jamais cette trahison, jamais.","colere"
"La statue dans le jardin n'était pas là hier.","peur"
"Tu as osé lui poser la question directement ?","surprise"
"Notre équipe a réussi à livrer le projet en avance et en dessous du budget, c'est un grand chelem.","joie"
"Le bonheur des autres jette une lumière crue sur ma propre obscurité.","tristesse"
"Le logo de l'entreprise est composé de trois cercles.","neutre"
"L'odeur de ses pieds quand il enlève ses chaussures est une arme chimique.","degout"
"La surpêche est en train de vider nos océans, c'est une catastrophe.","tristesse"
"L'entreprise a annoncé des résultats conformes au consensus.","neutre"
"Ta désinvolture dans cette situation est insupportable.","colere"
"J'ai le cœur en berne.","tristesse"
"Je sens une tempête de merde se préparer à l'intérieur de moi.","colere"
"Je ne supporte pas la vue de la nourriture tombée par terre et remise sur la table.","degout"
"Il régnait dans ces ruines un silence de mort.","peur"
"La crise économique a laissé tant de gens sur le carreau.","tristesse"
"Notre stand au salon professionnel a attiré une foule immense, c'est un succès.","joie"
"Le succès d'une expérience de chimie, avec le changement de couleur attendu, est une petite fête en soi.","joie"
"La porte de la cave s'est déverrouillée toute seule, avec un bruit de chaîne qui tombe.","peur"
"Une odeur âcre et inquiétante flottait dans l'air.","peur"
"Le fait d'être choisi comme témoin de mariage est une magnifique preuve d'amitié.","joie"
"Je suis coincé dans l'ascenseur entre deux étages.","peur"
"J'ai été témoin d'une injustice envers un collègue, et je n'ai rien osé dire.","tristesse"
"La clôture électrique est coupée.","peur"
"Cette tête de nœud a mis des couverts en métal dans le micro-ondes.","colere"
"Ce livre audio, lu par l'auteur, rend l'histoire encore plus terrifiante.","peur"
"Leur incapacité à communiquer clairement est la cause de ce chaos.","colere"
"Malgré mes efforts, je n'arrive pas à me défaire de cette tristesse.","tristesse"
"Le compte-rendu sera envoyé à votre médecin traitant.","neutre"
"La beauté d'un jardin à la française, avec sa symétrie parfaite, est une satisfaction de l'esprit.","joie"
"J'ai réalisé que je n'étais qu'un ami de circonstance pour lui.","tristesse"
"Je suis dégoûté par cette mentalité de merde.","colere"
"Le goût d'une huître qui n'est pas fraîche est un risque mortel et une saveur immonde.","degout"
"Le crépitement d'un vieux disque sur une platine est une joie d'audiophile.","joie"
"La salle d'examen était un concentré de stress et d'irritation, une fabrique de névrosés.","colere"
"La légèreté de cet ordinateur portable est irréelle.","surprise"
"Le personnel de cet hôtel était désagréable et pas du tout serviable.","colere"
"Le train numéro 6405 entrera en gare sur la voie C.","neutre"
"Il est angoissé à l'idée de devoir passer un polygraphe.","peur"
"La pollution lumineuse nous a volé la beauté du ciel étoilé.","tristesse"
"Je dois préparer une présentation pour le comité de direction.","neutre"
"L'injustice de cette situation me crie aux oreilles.","colere"
"Veuillez éteindre vos téléphones portables.","neutre"
"Pardon ?","surprise"
"Je me suis rendu compte que j'avais blessé quelqu'un sans le vouloir.","tristesse"
"Le scénario de ce film est une grosse merde incohérente.","colere"
"Une atmosphère de guerre civile latente régnait dans le bureau.","colere"
"La texture du pied de veau en gelée est une expérience de gélatine et de peau.","degout"
"Les aiguilles du piège sortent des murs.","peur"
"Tu te prends pour qui, sale trou du cul ?","colere"
"Le goût de l'eau d'une piscine qu'on avale par erreur est un mélange de chlore et de pisse.","degout"
"J'ai l'impression d'être le seul adulte dans une crèche de cadres.","colere"
"Son air de ne pas y toucher est la pire des manipulations.","colere"
"Une cascade de lumière semblait couler du plafond de la grotte.","surprise"
"Vous avez vraiment escaladé cette falaise sans corde ?","surprise"
"La joie des autres est une vitre qui me sépare du monde.","tristesse"
"Le fait de pouvoir lire une publication scientifique dans sa langue originale est une grande satisfaction.","joie"
"Je suis sidéré d'apprendre qu'il était un agent double.","surprise"
"Le silence à la table du dîner était plus lourd que n'importe quel mot.","tristesse"
"Le silence de la maison vide était une toile de fond pour tous les bruits inquiétants.","peur"
"C'est un grand OUI !","joie"
"J'ai fait un bond en arrière.","peur"
"Pardon, mais le prix a augmenté de 30% pendant que je regardais l'article ?","surprise"
"Je suis furieux de m'être fait avoir comme un putain de débutant.","colere"
"Leur irresponsabilité est un crime, ils jouent avec nos vies.","colere"
"Je ne l'avais pas reconnu avec cette nouvelle coupe de cheveux.","surprise"
"J'en reste coi, je ne sais littéralement plus quoi penser.","surprise"
"La crise de la biodiversité est une catastrophe silencieuse et terrifiante.","peur"
"Je n'arrive pas à penser clairement.","peur"
"Ce film d'horreur est une critique sociale déguisée, ce qui le rend encore plus terrifiant.","peur"
"Tu as activé mon mode 'bonheur suprême', le retour à la normale n'est pas prévu.","joie"
"La rapidité avec laquelle la rumeur s'est propagée est stupéfiante.","surprise"
"C'est pas possible, il y a un cheval sur le balcon.","surprise"
"Le protocole de sécurité a été révisé.","neutre"
"Tu étais là depuis le début ?","surprise"
"Ce tableau est un gribouillage coloré qui se vend à prix d'or, c'est une imposture.","degout"
"Le goût d'un morceau de gras de bœuf cru est une sensation cireuse et écœurante.","degout"
"Je n'arrive pas à vivre de mon art, et c'est une réalité amère.","tristesse"
"La charge de travail est constante tout au long du semestre.","neutre"
"La conversation téléphonique a duré 4 minutes et 30 secondes.","neutre"
"Ton changement de carrière est radical !","surprise"
"Les tensions géopolitiques actuelles me font craindre pour la paix mondiale.","peur"
"La fermeture du sac est une fermeture à glissière.","neutre"
"Tu as vraiment été choisi pour ce rôle ?","surprise"
"Le fait que cette statue soit faite de sel et qu'elle résiste à la pluie est une énigme.","surprise"
